"time","uid2","amount","sku"
"2023-01-03 21:16:59","10012","63.37","4"
"2023-01-03 21:38:55","10047","16.8","1"
"2023-01-03 21:39:49","10047","36.65","6"
"2023-01-03 21:44:27","10047","26.26","1"
"2023-01-03 21:50:24","10048","34.86","3"
"2023-01-03 21:51:36","10064","48.84","5"
"2023-01-04 08:02:18","10015","8.02","8"
"2023-01-04 08:08:16","10039","45.52","9"
"2023-01-04 08:11:11","10003","22.25","3"
"2023-01-04 08:15:29","10053","46.23","4"
"2023-01-04 08:32:05","10068","80.44","4"
"2023-01-04 08:38:19","10069","47.92","4"
"2023-01-04 08:40:50","10085","45.29","2"
"2023-01-04 08:42:54","10020","70.75","4"
"2023-01-04 08:54:55","10007","14.33","8"
"2023-01-04 09:04:38","10038","19.63","5"
"2023-01-04 09:08:57","10058","20.7","5"
"2023-01-04 09:18:15","10035","34.55","7"
"2023-01-04 09:22:28","10065","9.83","7"
"2023-01-04 09:22:38","10026","30.19","4"
"2023-01-04 09:24:53","10097","6.16","4"
"2023-01-04 09:25:48","10049","31.47","2"
"2023-01-04 09:52:53","10038","46.52","4"
"2023-01-04 09:58:49","10044","17.6","2"
"2023-01-04 10:01:15","10013","59.58","4"
"2023-01-04 10:03:08","10079","11.06","8"
"2023-01-04 10:06:28","10095","22.57","2"
"2023-01-04 10:09:35","10041","14.42","4"
"2023-01-04 10:09:59","10011","84.9","4"
"2023-01-04 10:12:10","10091","47.52","2"
"2023-01-04 10:23:36","10037","58.48","4"
"2023-01-04 10:29:51","10017","35.81","2"
"2023-01-04 10:38:16","10036","40.27","7"
"2023-01-04 10:42:47","10005","55.98","10"
"2023-01-04 10:48:32","10034","46.84","4"
"2023-01-04 10:54:56","10085","41.81","7"
"2023-01-04 10:55:26","10046","47.31","9"
"2023-01-04 10:56:59","10073","34.21","3"
"2023-01-04 10:59:09","10064","23.02","3"
"2023-01-04 11:02:34","10017","72.74","2"
"2023-01-04 11:17:39","10012","27.68","1"
"2023-01-04 11:19:12","10014","33.37","3"
"2023-01-04 11:20:32","10021","53.73","4"
"2023-01-04 11:22:12","10099","48.23","5"
"2023-01-04 11:24:55","10032","20.38","8"
"2023-01-04 11:49:08","10041","52.51","2"
"2023-01-04 11:55:06","10085","15.98","2"
"2023-01-04 12:01:13","10041","40.45","5"
"2023-01-04 12:04:32","10051","70.86","3"
"2023-01-04 12:07:25","10034","43.92","7"
"2023-01-04 12:11:07","10003","36.07","5"
"2023-01-04 12:11:56","10027","24.49","3"
"2023-01-04 12:12:39","10071","27.24","6"
"2023-01-04 12:17:17","10065","54.98","4"
"2023-01-04 12:18:34","10027","41.23","6"
"2023-01-04 12:22:51","10073","58.64","6"
"2023-01-04 12:24:47","10016","70.83","6"
"2023-01-04 12:28:13","10094","34.67","4"
"2023-01-04 12:34:23","10012","57.21","6"
"2023-01-04 12:35:12","10005","45.39","3"
"2023-01-04 12:42:09","10066","65.25","4"
"2023-01-04 12:45:03","10063","68.9","2"
"2023-01-04 12:48:33","10031","62.34","4"
"2023-01-04 12:50:37","10034","21.59","6"
"2023-01-04 12:55:17","10026","85.97","4"
"2023-01-04 12:56:47","10094","65.47","3"
"2023-01-04 12:57:53","10038","78.75","4"
"2023-01-04 12:59:23","10081","39.33","4"
"2023-01-04 13:13:46","10088","32.95","6"
"2023-01-04 13:20:21","10023","74.79","3"
"2023-01-04 13:28:30","10091","39.67","4"
"2023-01-04 13:41:44","10030","58.56","8"
"2023-01-04 13:48:26","10025","52.46","3"
"2023-01-04 13:51:22","10094","31.57","2"
"2023-01-04 13:55:25","10078","61.4","3"
"2023-01-04 14:01:55","10014","23.56","5"
"2023-01-04 14:03:03","10074","2.6","4"
"2023-01-04 14:19:52","10088","68.59","6"
"2023-01-04 14:31:35","10025","37.39","2"
"2023-01-04 14:33:13","10028","7","4"
"2023-01-04 14:35:17","10058","25.08","3"
"2023-01-04 14:37:42","10015","30.01","2"
"2023-01-04 14:38:14","10044","51.63","4"
"2023-01-04 14:40:02","10028","57.3","3"
"2023-01-04 14:57:40","10031","16.64","4"
"2023-01-04 14:58:25","10052","62.85","3"
"2023-01-04 14:59:03","10095","26.65","3"
"2023-01-04 15:13:21","10058","24.12","6"
"2023-01-04 15:15:55","10001","57.33","5"
"2023-01-04 15:16:26","10034","2.5","4"
"2023-01-04 15:25:48","10007","72.76","4"
"2023-01-04 15:26:08","10077","20.21","2"
"2023-01-04 15:27:53","10029","49.08","3"
"2023-01-04 15:28:32","10014","44.43","4"
"2023-01-04 15:33:14","10066","33.66","7"
"2023-01-04 15:41:47","10053","22.2","9"
"2023-01-04 15:44:39","10039","80.39","6"
"2023-01-04 15:48:44","10085","78.61","8"
"2023-01-04 15:55:58","10008","10.16","2"
"2023-01-04 16:08:39","10034","26.56","4"
"2023-01-04 16:10:43","10041","85.39","4"
"2023-01-04 16:11:11","10003","84.64","3"
"2023-01-04 16:12:13","10096","54.07","4"
"2023-01-04 16:17:26","10040","30.61","2"
"2023-01-04 16:18:33","10029","30","5"
"2023-01-04 16:33:17","10048","4.79","4"
"2023-01-04 16:37:59","10022","58.19","4"
"2023-01-04 16:48:22","10007","27.87","3"
"2023-01-04 16:52:33","10061","60.86","5"
"2023-01-04 16:57:08","10096","42.61","2"
"2023-01-04 17:01:59","10023","62.79","4"
"2023-01-04 17:06:02","10011","64.16","4"
"2023-01-04 17:21:44","10086","64.61","1"
"2023-01-04 17:25:56","10048","74.45","1"
"2023-01-04 17:26:44","10075","13.69","2"
"2023-01-04 17:27:10","10060","48.15","3"
"2023-01-04 17:31:48","10066","18.53","2"
"2023-01-04 17:37:55","10094","71","10"
"2023-01-04 17:50:12","10044","2.61","8"
"2023-01-04 17:53:02","10006","17.93","5"
"2023-01-04 18:01:47","10031","29.33","9"
"2023-01-04 18:06:12","10065","40.58","3"
"2023-01-04 18:13:32","10046","26.18","6"
"2023-01-04 18:16:02","10042","41.5","3"
"2023-01-04 18:16:30","10005","11.88","3"
"2023-01-04 18:17:55","10080","65.91","3"
"2023-01-04 18:22:40","10025","42.89","8"
"2023-01-04 18:23:33","10013","59.45","1"
"2023-01-04 18:32:29","10071","48.36","3"
"2023-01-04 18:34:18","10077","82.38","3"
"2023-01-04 18:59:02","10026","44.77","5"
"2023-01-04 19:02:31","10026","22.78","4"
"2023-01-04 19:02:50","10009","28.08","6"
"2023-01-04 19:03:09","10002","92.45","2"
"2023-01-04 19:03:32","10064","49.24","6"
"2023-01-04 19:06:45","10087","21.25","5"
"2023-01-04 19:10:56","10007","11.2","2"
